fee,method,n_days,n_training_batches,mean_common_cost,mean_bill,mean_capacity_fee,mean_degradation_cost,mean_terminal_penalty,mean_throughput_kwh,mean_exceed_hours,mean_terminal_soc_dev,mean_latency_mean_ms,mean_latency_p95_ms
20,reference_value_one_step,30,0,1295.7494563737316,879.9727517125995,412.00000000000114,3.619833610496471,0.15687105063380763,96.52889627990587,20.599999999999977,0.0036118285570775695,0.129413541666669,0.1652233333333438
20,offline_value_policy,30,1,1258.2264736092236,888.932566639418,304.0000000000001,65.05069876528222,0.2432082045235164,1734.6853004075265,15.200000000000015,0.004734889699201822,3.1028499652777324,3.824829166666636
40,reference_value_one_step,30,0,1690.835807991002,880.1860760653658,804.000000000002,6.457247446563334,0.19248447907042668,172.19326524168895,20.09999999999998,0.004092123778185621,0.1316676736111107,0.1677316666666632
40,offline_value_policy,30,5,1489.1358404343332,897.1459351249416,436.5333333333329,155.0843040393892,0.372267936669749,4135.581441050376,10.913333333333345,0.004106214900689467,3.0909446458333503,3.5448581666663994
80,reference_value_one_step,30,0,2346.23708830507,881.8942832158184,1436.666666666669,27.436533081000217,0.23960534158209895,731.640882160006,17.958333333333336,0.004699062023307197,0.11985215277778015,0.15069916666666425
80,offline_value_policy,30,1,1769.7049941859927,900.466945708529,603.3333333333333,265.48958891559687,0.4151262285334995,7079.722371082589,7.5416666666666625,0.0036575977753367478,3.0339887500000082,3.4356958333334
