regime,fee,rule_cost,learned_cost,miqp_cost,learned_minus_rule,rule_latency_ms,summed_validation_simulation_s,rule_efc,rule_exceed_hours,rule_terminal_penalty,reserve_soc,charge_target_soc,charge_when_already_above_band,allow_partial_shaving,charge_price
winter_weekday,20,1271.4585621465694,1258.2264736092236,1243.529299557894,-13.232088537345817,0.054247083333120526,42.247503300000005,0.40698803254628074,17.875000000000004,0.2421561953133076,0.1,0.7,True,False,0.0456
winter_weekday,40,1458.426763013634,1489.1358404343332,1456.029470018559,30.70907742069926,0.05310260416658706,41.832144900000046,3.5463566056688838,7.1666666666666625,0.2777951080898413,0.1,0.9,True,False,0.20612
winter_weekday,80,1744.6650612999629,1769.7049941859927,1746.1032670510988,25.039932886029874,0.05676697916671753,42.1316177,3.5481516077670374,7.141666666666663,1.9336513349997733,0.1,0.9,True,False,0.20612
spring_weekday,40,986.6255985150302,1008.3853115678862,990.9293664561876,21.759713052856,0.05805503472221652,39.854989799999956,2.706306086212444,4.741666666666665,0.4080056893589726,0.1,0.9,True,False,0.20612
summer_weekday,40,931.3763040514748,951.747418352124,930.8769075730476,20.371114300649197,0.0476076041667649,40.562064899999974,2.79142013017505,4.699999999999999,1.2175454700297297,0.1,0.9,True,False,0.20612
autumn_weekday,40,990.6506648860021,1049.6516498470742,995.2533014041464,59.00098496107205,0.04767204861117789,39.557352800000004,2.759154894739466,4.783333333333332,0.6989044962254536,0.1,0.9,True,False,0.20612
